,index,token_idx,token
28249,2314,13,hàng
28250,2314,14,lịch sự
28251,2314,15,cám ơn
28252,2314,16,Tiki
28253,2315,0,Giao
28254,2315,1,hàng
28255,2315,2,nhanh
28256,2315,3,đủ
28257,2315,4,số lượng
28258,2315,5,.
28259,2316,0,Chất lượng
28260,2316,1,dùng
28261,2316,2,mới
28262,2316,3,đánh giá
28263,2316,4,đc
28264,2316,5,.
28265,2317,0,Cơ mà
28266,2317,1,sao
28267,2317,2,k
28268,2317,3,thể
28269,2317,4,cho
28270,2317,5,vào
28271,2317,6,cái
28272,2317,7,túi bóng
28273,2317,8,cho
28274,2317,9,gọn gàng
28275,2317,10,dc
28276,2317,11,nhỉ
28277,2317,12,.
28278,2318,0,Ship
28279,2318,1,đến
28280,2318,2,bốc
28281,2318,3,liểng xiểng
28282,2318,4,trong
28283,2318,5,balo
28284,2318,6,ra
28285,2318,7,đưa
28286,2319,0,Đã
28287,2319,1,nhận
28288,2319,2,hàng
28289,2320,0,Hàng
28290,2320,1,giao
28291,2320,2,đến
28292,2320,3,là
28293,2320,4,mình
28294,2320,5,mở
28295,2320,6,ra
28296,2320,7,xem
28297,2320,8,ngay
28298,2320,9,.
28299,2321,0,Đóng gói
28300,2321,1,cẩn thận
28301,2321,2,","
28302,2321,3,chu đáo
28303,2321,4,.
28304,2322,0,Chân
28305,2322,1,đèn
28306,2322,2,cứng cáp
28307,2322,3,","
28308,2322,4,softbox
28309,2322,5,vải
28310,2322,6,dày dặn
28311,2322,7,ổn
28312,2322,8,.
28313,2323,0,Nói chung
28314,2323,1,e
28315,2323,2,sẽ
28316,2323,3,ủng hộ
28317,2323,4,Shop
28318,2323,5,dài dài
28319,2323,6,ạ
28320,2323,7,!
28321,2324,0,Loại
28322,2324,1,này
28323,2324,2,sử dụng
28324,2324,3,nhiều
28325,2324,4,rồi
28326,2324,5,nên
28327,2324,6,về
28328,2324,7,chất lượng
28329,2324,8,không
28330,2324,9,cần
28331,2324,10,nói
28332,2324,11,nhiều
28333,2324,12,Cả
28334,2324,13,chó
28335,2324,14,mẹ
28336,2324,15,và
28337,2324,16,chó
28338,2324,17,con
28339,2324,18,đều
28340,2324,19,thích
28341,2324,20,ăn
28342,2324,21,.
28343,2325,0,HhhhhbhsjskajsbbskzkKbabdkdkndbsjakdkfjdnfnfjdkksksnsbdjdjskalkfkfjfbdnsnskdkfjjdkdkdndjdkdkkdjdjskdkdjdnnsjdjndjskajdbdbbdndjdndndndnnd
28344,2326,0,Lực
28345,2326,1,hút
28346,2326,2,hơi
28347,2326,3,bị
28348,2326,4,mạnh
28349,2326,5,luônn
28350,2326,6,nha
28351,2326,7,","
28352,2326,8,máy
28353,2326,9,nóng
28354,2326,10,hơi
28355,2326,11,nhanh
28356,2326,12,(
28357,2326,13,sau
28358,2326,14,5p
28359,2326,15,cắm
28360,2326,16,điện
28361,2326,17,)
28362,2326,18,nhưng
28363,2326,19,với
28364,2326,20,giá
28365,2326,21,tiền
28366,2326,22,này
28367,2326,23,là
28368,2326,24,hơn
28369,2326,25,cả
28370,2326,26,mong đợi
28371,2326,27,của
28372,2326,28,mình
28373,2326,29,luôn
28374,2326,30,","
28375,2326,31,máy
28376,2326,32,nhẹ
28377,2326,33,dễ
28378,2326,34,di chuyển
28379,2326,35,với
28380,2326,36,mấy
28381,2326,37,đứa
28382,2326,38,con
28383,2326,39,gái
28384,2326,40,chân yếu tay mềm
28385,2326,41,như
28386,2326,42,mình
28387,2326,43,","
28388,2326,44,tháo lắp
28389,2326,45,bộ phận
28390,2326,46,vệ sinh
28391,2326,47,cũng
28392,2326,48,dễ dàng
28393,2326,49,nữa
28394,2326,50,.
28395,2327,0,5
28396,2327,1,sao
28397,2327,2,
28398,2328,0,@username
28399,2328,1,’
28400,2328,2,s
28401,2328,3,she
28402,2328,4,smacks
28403,2328,5,snshdxnxjjcdbvxxxkdkdbsks
28404,2329,0,cát
28405,2329,1,tắm
28406,2329,2,rất
28407,2329,3,thơm
28408,2329,4,em
28409,2329,5,chuột
28410,2329,6,nhà
28411,2329,7,mk
28412,2329,8,rất
28413,2329,9,thk
28414,2329,10,sẽ
28415,2329,11,ủng hộ
28416,2329,12,shop
28417,2329,13,nhiều
28418,2329,14,hơn
28419,2329,15,.
28420,2330,0,[
28421,2330,1,TB
28422,2330,2,]
28423,2330,3,Tang
28424,2330,4,20%
28425,2330,5,gia
28426,2330,6,tri
28427,2330,7,tat
28428,2330,8,ca
28429,2330,9,the
28430,2330,10,nap
28431,2330,11,trong
28432,2330,12,ngay
28433,2330,13,08/07/2021
28434,2330,14,Tien KM
28435,2330,15,su
28436,2330,16,dung
28437,2330,17,noi
28438,2330,18,mang
28439,2330,19,","
28440,2330,20,khong
28441,2330,21,gioi
28442,2330,22,han
28443,2330,23,thoi
28444,2330,24,gian
28445,2330,25,.
28446,2330,26,DAC
28447,2330,27,BIET
28448,2330,28,:
28449,2330,29,giam
28450,2330,30,them
28451,2330,31,3%
28452,2330,32,khi
28453,2330,33,nap
28454,2330,34,the
28455,2330,35,tai
28456,2330,36,CT
28457,2330,37,danh
28458,2330,38,rieng
28459,2330,39,cho
28460,2330,40,TB
28461,2330,41,cua
28462,2330,42,Quy
28463,2330,43,khach
28464,2330,44,LH
28465,2330,45,198
28466,2330,46,(
28467,2330,47,0d
28468,2330,48,)
28469,2330,49,.
28470,2331,0,Giá
28471,2331,1,rẻ
28472,2331,2,so
28473,2331,3,với
28474,2331,4,sản phẩm
28475,2331,5,ạ
28476,2331,6,","
28477,2331,7,vải
28478,2331,8,ok
28479,2331,9,không
28480,2331,10,quá
28481,2331,11,mỏng
28482,2331,12,","
28483,2331,13,sẽ
28484,2331,14,ủng hộ
28485,2331,15,lần
28486,2331,16,sau
28487,2331,17,","
28488,2331,18,hình ảnh
28489,2331,19,minh hoạ
28490,2331,20,thôi
28491,2331,21,ạ
28492,2332,0,Giao
28493,2332,1,hàng
28494,2332,2,siêu tốc độ
28495,2332,3,","
28496,2332,4,vừa
28497,2332,5,đặt
28498,2332,6,cách
28499,2332,7,đây
28500,2332,8,ít
28501,2332,9,giờ
28502,2332,10,là
28503,2332,11,Shiper
28504,2332,12,thảy
28505,2332,13,hàng
28506,2332,14,thẳng
28507,2332,15,vào
28508,2332,16,mặt
28509,2332,17,","
28510,2332,18,mình
28511,2332,19,cám ơn
28512,2332,20,ríu rít
28513,2332,21,nhưng
28514,2332,22,vẫn
28515,2332,23,không
28516,2332,24,quên
28517,2332,25,trả
28518,2332,26,tiền
28519,2332,27,","
28520,2332,28,ko
28521,2332,29,là
28522,2332,30,mệt mỏi
28523,2332,31,với
28524,2332,32,Tiki
28525,2333,0,áo
28526,2333,1,đẹp
28527,2333,2,như
28528,2333,3,ảnh
28529,2334,0,Chất
28530,2334,1,áo
28531,2334,2,đẹp
28532,2334,3,","
28533,2334,4,rất
28534,2334,5,mát mẻ
28535,2334,6,","
28536,2334,7,đường
28537,2334,8,may
28538,2334,9,khá
28539,2334,10,tỉ mỉ
28540,2334,11,nhưng
28541,2334,12,chỉ
28542,2334,13,thừa
28543,2334,14,hơi
28544,2334,15,nhiều
28545,2334,16,tổng quan
28546,2334,17,lại
28547,2334,18,là
28548,2334,19,chất lượng
28549,2334,20,vượt
28550,2334,21,trên
28551,2334,22,giá
28552,2334,23,tiền
28553,2335,0,Đã
28554,2335,1,nhận
28555,2335,2,được
28556,2335,3,hàng
28557,2335,4,rồi
28558,2335,5,shop
28559,2335,6,uôi
28560,2335,7,..
28561,2336,0,date
28562,2336,1,xa
28563,2336,2,nhé
28564,2336,3,","
28565,2336,4,hnagf
28566,2336,5,doctor
28567,2336,6,care
28568,2336,7,thì
28569,2336,8,khỏi
28570,2336,9,phải
28571,2336,10,bàn
28572,2336,11,zồi
28573,2336,12,","
28574,2336,13,hnagf
28575,2336,14,ok
28576,2336,15,","
28577,2336,16,giá
28578,2336,17,khá
28579,2336,18,ổn
28580,2336,19,.
28581,2337,0,Tiếc
28582,2337,1,là
28583,2337,2,7
28584,2337,3,.
28585,2338,0,7
28586,2338,1,shop
28587,2338,2,ko
28588,2338,3,sale
28589,2339,0,Sản phẩm
28590,2339,1,tốt
28591,2339,2,","
28592,2339,3,hút
28593,2339,4,ẩm
28594,2339,5,nhanh
28595,2339,6,nhưng
28596,2339,7,dùng
28597,2339,8,đc
28598,2339,9,khoảng
28599,2339,10,2
28600,2339,11,tuần
28601,2339,12,thì
28602,2339,13,qua
28603,2339,14,đồng hồ
28604,2339,15,đo
28605,2339,16,thấy
28606,2339,17,độ ẩm
28607,2339,18,tăng
28608,2339,19,quá
28609,2339,20,Cảm ơn
28610,2339,21,shop
28611,2340,0,Mua
28612,2340,1,lần
28613,2340,2,thứ
28614,2340,3,2
28615,2340,4,của
28616,2340,5,shop
28617,2340,6,.
28618,2341,0,Vì
28619,2341,1,giá
28620,2341,2,mặt nạ
28621,2341,3,rẻ
28622,2341,4,nên
28623,2341,5,mình
28624,2341,6,mua
28625,2341,7,cũng
28626,2341,8,chưa
28627,2341,9,check
28628,2341,10,là
28629,2341,11,thật
28630,2341,12,hay
28631,2341,13,giả
28632,2341,14,nữa
28633,2341,15,
28634,2341,16,mà
28635,2341,17,thấy
28636,2341,18,ok
28637,2341,19,.
28638,2342,0,@username
28639,2342,1,nên
28640,2342,2,săn
28641,2342,3,g
28642,2342,4,shop
28643,2342,5,sale
28644,2342,6,mua
28645,2342,7,cho
28646,2342,8,lợi
28647,2343,0,Giao
28648,2343,1,hàng
28649,2343,2,nhanh
28650,2343,3,quá
28651,2343,4,.
28652,2344,0,Mình
28653,2344,1,vừa
28654,2344,2,nhận
28655,2344,3,đc
28656,2344,4,.
28657,2345,0,Cảm quan
28658,2345,1,là
28659,2345,2,đẹp
28660,2345,3,và
28661,2345,4,chất
28662,2345,5,.
28663,2346,0,Quánh
28664,2346,1,đc
28665,2346,2,tặng
28666,2346,3,cũng
28667,2346,4,đẹp
28668,2346,5,lắm
28669,2346,6,.
28670,2347,0,Đáng
28671,2347,1,đồng tiền
28672,2347,2,.
28673,2348,0,Cảm ơn
28674,2348,1,tèal
28675,2348,2,.
28676,2349,0,Sao
28677,2349,1,mh
28678,2349,2,ko
28679,2349,3,thấy
28680,2349,4,có
28681,2349,5,giấy
28682,2349,6,bảo hành
28683,2349,7,nhỉ
28684,2349,8,?
28685,2350,0,Mua
28686,2350,1,nhiều
28687,2350,2,lần
28688,2350,3,của
28689,2350,4,shop
28690,2350,5,rồi
28691,2350,6,.
28692,2351,0,Đồ
28693,2351,1,đẹppppppppppppppppppppppppp
28694,2351,2,.
28695,2352,0,Giá cả
28696,2352,1,phải chăng
28697,2352,2,.
28698,2353,0,Ủng hộ
28699,2353,1,shoppppppppppppppppppppppppppppp
28700,2353,2,nhiều
28701,2353,3,.
28702,2354,0,Rất
28703,2354,1,đáng
28704,2354,2,mua
28705,2354,3,nha
28706,2354,4,mọi
28707,2354,5,người
28708,2354,6,ơiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
28709,2355,0,Màu
28710,2355,1,và
28711,2355,2,ảnh
28712,2355,3,in
28713,2355,4,trên
28714,2355,5,lót
28715,2355,6,chuột
28716,2355,7,k
28717,2355,8,được
28718,2355,9,nét
28719,2355,10,như
28720,2355,11,ảnh
28721,2355,12,shop
28722,2355,13,đăng
28723,2355,14,","
28724,2355,15,nhìn
28725,2355,16,nó
28726,2355,17,cứ
28727,2355,18,bị
28728,2355,19,mờ
28729,2355,20,và
28730,2355,21,bẩn
28731,2355,22,như thế nào
28732,2355,23,í
28733,2355,24,mọi
28734,2355,25,người
28735,2355,26,ạ
28736,2355,27,.
28737,2356,0,Hàng
28738,2356,1,chính
28739,2356,2,hãng
28740,2357,0,Chất
28741,2357,1,lg
28742,2357,2,OK
28743,2357,3,!
28744,2357,4,Tuy
28745,2357,5,có
28746,2357,6,một số
28747,2357,7,vấn đề
28748,2357,8,nhỏ
28749,2357,9,nhưng
28750,2357,10,đc
28751,2357,11,shop
28752,2357,12,giải quyết
28753,2357,13,nhanh chóng
28754,2357,14,Ủng hộ
28755,2357,15,cho
28756,2357,16,shop
28757,2357,17,5
28758,2357,18,*
28759,2357,19,.....
28760,2358,0,Giao
28761,2358,1,nhanh
28762,2358,2,đủ
28763,2358,3,số lượng
28764,2358,4,ảnh
28765,2358,5,và
28766,2358,6,vid
28767,2358,7,klq
28768,2358,8,nha
28769,2358,9,shop
28770,2358,10,jsvsbsjsbsbsnsshsvbs
28771,2359,0,Shop
28772,2359,1,đóng gói
28773,2359,2,cẩn thận
28774,2359,3,","
28775,2359,4,giao
28776,2359,5,hàng
28777,2359,6,nhanh
28778,2359,7,hơn
28779,2359,8,dự kiến
28780,2359,9,","
28781,2359,10,lúc
28782,2359,11,mua
28783,2359,12,cứ
28784,2359,13,phân vân
28785,2359,14,sợ
28786,2359,15,không
28787,2359,16,phải
28788,2359,17,hàng
28789,2359,18,chính
28790,2359,19,hãng
28791,2359,20,","
28792,2359,21,sau
28793,2359,22,khi
28794,2359,23,thấy
28795,2359,24,tem
28796,2359,25,của
28797,2359,26,Đại Thịnh
28798,2359,27,thì
28799,2359,28,yên tâm
28800,2359,29,hơn
28801,2359,30,nh
28802,2359,31,","
28803,2359,32,cám ơn
28804,2359,33,shop
28805,2359,34,","
28806,2359,35,sẽ
28807,2359,36,tiếp tục
28808,2359,37,ủng hộ
28809,2360,0,Hàng
28810,2360,1,đẹp
28811,2360,2,thích
28812,2360,3,nhất
28813,2360,4,bên
28814,2360,5,giao
28815,2360,6,hàng
28816,2360,7,nhanh
28817,2360,8,hôm
28818,2360,9,trước
28819,2360,10,đặt
28820,2360,11,trưa
28821,2360,12,hôm
28822,2360,13,sau
28823,2360,14,mình
28824,2360,15,đã
28825,2360,16,nhận
28826,2360,17,được
28827,2360,18,rồi
28828,2360,19,nói chung
28829,2360,20,là
28830,2360,21,ưnng
28831,2360,22,lm
28832,2360,23,????????
28833,2361,0,Lon
28834,2361,1,cà phê
28835,2361,2,pha
28836,2361,3,vị
28837,2361,4,dễ
28838,2361,5,uống
28839,2361,6,","
28840,2361,7,tiện dụng
28841,2361,8,","
28842,2361,9,cho
28843,2361,10,vào
28844,2361,11,để
28845,2361,12,lạnh
28846,2361,13,uống
28847,2361,14,ngon
28848,2361,15,hơn
28849,2361,16,Giao
28850,2361,17,hàng
28851,2361,18,nhanh
28852,2361,19,đúng
28853,2361,20,hạn
28854,2361,21,Lon
28855,2361,22,nhỏ
28856,2361,23,185ml
28857,2362,0,giao
28858,2362,1,hàng
28859,2362,2,nhanh
28860,2362,3,","
28861,2362,4,shipper
28862,2362,5,nhiệt tình
28863,2362,6,","
28864,2362,7,hàng
28865,2362,8,nặng
28866,2362,9,và
28867,2362,10,cồng kềnh
28868,2362,11,","
28869,2362,12,anh
28870,2362,13,ấy
28871,2362,14,trở
28872,2362,15,về
28873,2362,16,tận
28874,2362,17,nhà
28875,2362,18,cho
28876,2362,19,",...."
28877,2363,0,sản phẩm
28878,2363,1,chất lượng
28879,2363,2,","
28880,2363,3,không
28881,2363,4,bị
28882,2363,5,xước
28883,2363,6,xác
28884,2363,7,gì
28885,2363,8,","
28886,2363,9,lắp
28887,2363,10,bằng
28888,2363,11,tay
28889,2363,12,hơi
28890,2363,13,lâu
28891,2363,14,...
28892,2364,0,Mình
28893,2364,1,rất
28894,2364,2,hài lòng
28895,2364,3,về
28896,2364,4,sản phẩm
28897,2364,5,này
28898,2364,6,","
28899,2364,7,đây
28900,2364,8,là
28901,2364,9,lần
28902,2364,10,2
28903,2364,11,mua
28904,2364,12,trên
28905,2364,13,tiki
28906,2364,14,và
28907,2364,15,vẫn
28908,2364,16,thấy
28909,2364,17,rất
28910,2364,18,hài lòng
28911,2364,19,với
28912,2364,20,tiki
28913,2364,21,","
28914,2364,22,sẽ
28915,2364,23,tiếp tục
28916,2364,24,ủng hộ
28917,2365,0,Hàng
28918,2365,1,đẹp
28919,2365,2,lắm
28920,2365,3,ạ
28921,2365,4,Săn
28922,2365,5,sale
28923,2365,6,nên
28924,2365,7,giá
28925,2365,8,này
28926,2365,9,là
28927,2365,10,quá
28928,2365,11,ok
28929,2365,12,luôn
28930,2365,13,Sẽ
28931,2365,14,ủng hộ
28932,2365,15,thêm
28933,2365,16,ạ
28934,2366,0,chất lượng
28935,2366,1,sản phẩm
28936,2366,2,tốt
28937,2366,3,","
28938,2366,4,thời gian
28939,2366,5,giao
28940,2366,6,hàng
28941,2366,7,nhanh
28942,2366,8,.................
28943,2367,0,Giao
28944,2367,1,hàng
28945,2367,2,nhanh
28946,2367,3,Hàng
28947,2367,4,chất lượng
28948,2367,5,tốt
28949,2367,6,Chính
28950,2367,7,hãng
28951,2367,8,Giá
28952,2367,9,rẻ
28953,2367,10,Đóng gói
28954,2367,11,chắc chắn
28955,2368,0,Chất lượng
28956,2368,1,sản phẩm
28957,2368,2,tuyệt vời
28958,2368,3,","
28959,2368,4,gậy
28960,2368,5,cứng
28961,2368,6,và
28962,2368,7,dùng
28963,2368,8,tốt
28964,2368,9,","
28965,2368,10,làn
28966,2368,11,sau
28967,2368,12,sẽ
28968,2368,13,tiếp tục
28969,2368,14,ủng hộ
28970,2369,0,Ghvhbbnbnnnbnjggbhknbbnnbbnmmnbmnvvcbbbnbhnjhvbjjbbb
28971,2370,0,Chất lượng
28972,2370,1,phù hợp
28973,2370,2,với
28974,2370,3,giá
28975,2370,4,tiền
28976,2370,5,","
28977,2370,6,nhìn
28978,2370,7,không
28979,2370,8,được
28980,2370,9,đẹp
28981,2370,10,như
28982,2370,11,trong
28983,2370,12,ảnh
28984,2370,13,nhưng
28985,2370,14,vẫn
28986,2370,15,dùng
28987,2370,16,được
28988,2370,17,Giao
28989,2370,18,hàng
28990,2370,19,nhanh
28991,2370,20,Cảm ơn
28992,2370,21,shop
28993,2371,0,nồi
28994,2371,1,chiên
28995,2371,2,và
28996,2371,3,nướng
28997,2371,4,rất
28998,2371,5,nhanh
28999,2371,6,","
29000,2371,7,mình
29001,2371,8,làm
29002,2371,9,vịt
29003,2371,10,và
29004,2371,11,cá
29005,2371,12,diêu
29006,2371,13,hồng
29007,2371,14,nướng
29008,2371,15,muối
29009,2371,16,ớt
29010,2371,17,rất
29011,2371,18,ngon
29012,2371,19,và
29013,2371,20,thơm
29014,2371,21,.
29015,2372,0,kinh
29016,2372,1,ngiệm
29017,2372,2,là
29018,2372,3,để
29019,2372,4,nhiệt độ
29020,2372,5,nướng
29021,2372,6,thịt
29022,2372,7,khoang
29023,2372,8,180
29024,2372,9,độ
29025,2372,10,tăng
29026,2372,11,thơi
29027,2372,12,gian
29028,2372,13,","
29029,2372,14,10
29030,2372,15,","
29031,2372,16,15
29032,2372,17,phút
29033,2372,18,kiểm tra
29034,2372,19,rôi
29035,2372,20,lật ngược
29036,2372,21,lại
29037,2372,22,nướng
29038,2372,23,tiếp
29039,2372,24,là
29040,2372,25,ok
29041,2373,0,Mũ
29042,2373,1,ổn
29043,2373,2,so
29044,2373,3,với
29045,2373,4,giá
29046,2373,5,tiền
29047,2373,6,.
29048,2374,0,Tuy nhiên
29049,2374,1,mình
29050,2374,2,không
29051,2374,3,ưng
29052,2374,4,dáng
29053,2374,5,mũ
29054,2374,6,cho
29055,2374,7,lắm
29056,2374,8,!
29057,2375,0,Vì
29058,2375,1,nó
29059,2375,2,không
29060,2375,3,phải
29061,2375,4,kiểu
29062,2375,5,tròn
29063,2375,6,ôm
29064,2375,7,vào
29065,2375,8,đầu
29066,2375,9,như
29067,2375,10,các
29068,2375,11,mũ bảo hiểm
29069,2375,12,khác
29070,2375,13,mà
29071,2375,14,vòng
29072,2375,15,mũ
29073,2375,16,lại
29074,2375,17,hình
29075,2375,18,kiểu
29076,2375,19,oval
29077,2375,20,nên
29078,2375,21,mình
29079,2375,22,đội
29080,2375,23,k
29081,2375,24,đẹp
29082,2375,25,.
29083,2376,0,Shop
29084,2376,1,giao
29085,2376,2,hàng
29086,2376,3,nhanh
29087,2376,4,
29088,2376,5,
29089,2376,6,
29090,2376,7,
29091,2376,8,
29092,2376,9,
29093,2376,10,
29094,2376,11,
29095,2376,12,
29096,2376,13,
29097,2376,14,
29098,2376,15,
29099,2376,16,
29100,2376,17,
29101,2376,18,
29102,2376,19,
29103,2376,20,
29104,2376,21,
29105,2376,22,
29106,2376,23,
29107,2376,24,
29108,2376,25,
29109,2376,26,
29110,2376,27,
29111,2376,28,
29112,2376,29,
29113,2376,30,
29114,2376,31,
29115,2376,32,
29116,2376,33,
29117,2376,34,
29118,2376,35,
29119,2376,36,
29120,2376,37,
29121,2376,38,
29122,2377,0,Đai
29123,2377,1,vải
29124,2377,2,êm
29125,2377,3,","
29126,2377,4,đóng gói
29127,2377,5,cẩn thận
29128,2377,6,","
29129,2377,7,loa
29130,2377,8,cho
29131,2377,9,em
29132,2377,10,bé
29133,2377,11,âm thanh
29134,2377,12,tốt
29135,2377,13,tất cả
29136,2377,14,đều
29137,2377,15,ổn
29138,2377,16,chỉ
29139,2377,17,có
29140,2377,18,quên
29141,2377,19,không
29142,2377,20,để ý
29143,2377,21,chọn
29144,2377,22,màu
29145,2377,23,đai
29146,2377,24,nhóc
29147,2377,25,nhà
29148,2377,26,mình
29149,2377,27,con
29150,2377,28,trai
29151,2377,29,mình
29152,2377,30,chọn
29153,2377,31,đai
29154,2377,32,hồng
29155,2377,33,về
29156,2377,34,mặt
29157,2377,35,vợ
29158,2377,36,sưng
29159,2377,37,như
29160,2377,38,cái
29161,2377,39,thớt
29162,2378,0,Sản phẩm
29163,2378,1,tốt
29164,2378,2,đúng
29165,2378,3,như
29166,2378,4,mô tả
29167,2378,5,Vận chuyển
29168,2378,6,nhanh
29169,2378,7,","
29170,2378,8,thuận tiện
29171,2378,9,","
29172,2378,10,đóng gói
29173,2378,11,kỹ
29174,2379,0,Hàng
29175,2379,1,giao
29176,2379,2,nhanh
29177,2379,3,Bên
29178,2379,4,lắp đặt
29179,2379,5,rất
29180,2379,6,có
29181,2379,7,tâm
29182,2379,8,và
29183,2379,9,xử lý
29184,2379,10,nhanh chóng
29185,2379,11,.
29186,2380,0,Shop
29187,2380,1,trả lời
29188,2380,2,tin
29189,2380,3,nhắn
29190,2380,4,đầy đủ
29191,2380,5,.
29192,2381,0,Mình
29193,2381,1,mua
29194,2381,2,3
29195,2381,3,chiếc
29196,2381,4,3
29197,2381,5,mẫu
29198,2381,6,khác
29199,2381,7,nhau
29200,2381,8,.
29201,2382,0,@username
29202,2382,1,yêu
29203,2382,2,mình
29204,2382,3,thích
29205,2382,4,lắm
29206,2382,5,.
29207,2383,0,Quần
29208,2383,1,đẹp
29209,2383,2,","
29210,2383,3,hơi
29211,2383,4,mỏng
29212,2383,5,","
29213,2383,6,hợp
29214,2383,7,vs
29215,2383,8,giá
29216,2383,9,tiền
29217,2383,10,.
29218,2384,0,Mình
29219,2384,1,sẽ
29220,2384,2,mua
29221,2384,3,tiếp
29222,2384,4,.
29223,2385,0,À
29224,2385,1,nhưng
29225,2385,2,mua
29226,2385,3,3
29227,2385,4,chiếc
29228,2385,5,nhưng
29229,2385,6,chỉ
29230,2385,7,2
29231,2385,8,chiếc
29232,2385,9,có
29233,2385,10,mác
29234,2385,11,:(((
29235,2385,12,ko
29236,2385,13,hiểu
29237,2386,0,Oce
29238,2386,1,laaaa
29239,2386,2,lắm
29240,2386,3,nhá
29241,2386,4,mn
29242,2386,5,nênn
29243,2386,6,mua
29244,2386,7,ạ
29245,2386,8,
29246,2386,9,
29247,2386,10,
29248,2386,11,
29249,2386,12,
29250,2386,13,
29251,2386,14,
29252,2386,15,
29253,2386,16,
29254,2386,17,
29255,2386,18,
29256,2386,19,
29257,2386,20,
29258,2386,21,
29259,2386,22,
29260,2386,23,
29261,2386,24,
29262,2386,25,
29263,2386,26,
29264,2386,27,
29265,2386,28,
29266,2386,29,
29267,2386,30,
29268,2386,31,
29269,2386,32,
29270,2386,33,
29271,2386,34,
29272,2386,35,
29273,2386,36,
29274,2386,37,
29275,2386,38,
29276,2386,39,
29277,2386,40,
29278,2386,41,
29279,2386,42,
29280,2386,43,
29281,2386,44,
29282,2386,45,
29283,2386,46,
29284,2386,47,
29285,2387,0,Quần
29286,2387,1,dáng
29287,2387,2,rộng
29288,2387,3,thoải mái
29289,2387,4,","
29290,2387,5,vải
29291,2387,6,mềm
29292,2387,7,có
29293,2387,8,độ
29294,2387,9,rủ
29295,2387,10,và
29296,2387,11,đường
29297,2387,12,may
29298,2387,13,đẹp
29299,2387,14,Độ
29300,2387,15,dài
29301,2387,16,quần
29302,2387,17,cũng
29303,2387,18,ok
29304,2387,19,với
29305,2387,20,bạn
29306,2387,21,nào
29307,2387,22,m55
29308,2387,23,như
29309,2387,24,mình
29310,2387,25,nha
29311,2388,0,sản phẩm
29312,2388,1,chất lượng
29313,2388,2,","
29314,2388,3,to
29315,2388,4,đẹp
29316,2388,5,giá
29317,2388,6,lại
29318,2388,7,vô cùng
29319,2388,8,rẽ
29320,2388,9,giao
29321,2388,10,hàng
29322,2388,11,nhanh
29323,2388,12,.
29324,2389,0,Giao
29325,2389,1,hàng
29326,2389,2,nhanh chóng
29327,2389,3,Đóng gói
29328,2389,4,cẩn thận
29329,2389,5,đẹp
29330,2389,6,hàng hoá
29331,2389,7,nguyen
29332,2389,8,vẹn
29333,2389,9,chats
29334,2389,10,lượng
29335,2389,11,sản phẩm
29336,2389,12,tuyệt vời
29337,2389,13,cám ơn
29338,2389,14,@usernameKi
29339,2390,0,Quần
29340,2390,1,đen
29341,2390,2,oke
29342,2390,3,","
29343,2390,4,còn
29344,2390,5,quần
29345,2390,6,nâu
29346,2390,7,màu
29347,2390,8,nhạt
29348,2390,9,hơn
29349,2390,10,hình
29350,2390,11,","
29351,2390,12,túi
29352,2390,13,hơi
29353,2390,14,ngắn
29354,2390,15,","
29355,2390,16,nhưng
29356,2390,17,giá
29357,2390,18,vậy
29358,2390,19,ok
29359,2390,20,Vẫn
29360,2390,21,cho
29361,2390,22,shop
29362,2390,23,5
29363,2390,24,sao
29364,2390,25,................................
29365,2391,0,nói chung
29366,2391,1,là
29367,2391,2,tạm
29368,2391,3,được
29369,2391,4,nhưng
29370,2391,5,loa
29371,2391,6,hơi
29372,2391,7,nhỏ
29373,2392,0,mua
29374,2392,1,mấy
29375,2392,2,lần
29376,2392,3,rồi
29377,2392,4,lần
29378,2392,5,nào
29379,2392,6,cũng
29380,2392,7,hài lòng
29381,2392,8,giao
29382,2392,9,nhanh
29383,2392,10,hạn
29384,2392,11,dài
29385,2392,12,chất lượng
29386,2393,0,Đóng gói
29387,2393,1,kỹ
29388,2393,2,","
29389,2393,3,cẩn thận
29390,2393,4,Mùi
29391,2393,5,thơm
29392,2393,6,dễ chịu
29393,2393,7,Hàng
29394,2393,8,giao
29395,2393,9,nhanh
29396,2394,0,tụi
29397,2394,1,mình
29398,2394,2,mua
29399,2394,3,để
29400,2394,4,mang
29401,2394,5,đi
29402,2394,6,thi
29403,2394,7,xem
29404,2394,8,giờ
29405,2394,9,:)))
29406,2394,10,(
29407,2394,11,23k
29408,2394,12,mà
29409,2394,13,như
29410,2394,14,này
29411,2394,15,thì
29412,2394,16,quá
29413,2394,17,là
29414,2394,18,oki
29415,2394,19,luôn
29416,2394,20,á
29417,2394,21,","
29418,2394,22,thái độ
29419,2394,23,shop
29420,2394,24,phục vụ
29421,2394,25,cũng
29422,2394,26,rất
29423,2394,27,tốt
29424,2394,28,^
29425,2394,29,^
29426,2395,0,Lâu lâu
29427,2395,1,thấy
29428,2395,2,mình
29429,2395,3,zô
29430,2395,4,dụng
29431,2395,5,ghê
