sent_idx,source_tokens,prediction_tokens,tag
8248,"['@username', 'chán', 'chả', 'muốn', 'nói']","['@username', 'chán', 'chả', 'muốn', 'nói']","['O', 'O', 'O', 'O', 'O', 'O']"
8249,"['vui vẻ', 'cc', 'cứ', 'theo', 'a', 'độ', 'mà', 'triển']","['vui vẻ', 'quá<space>', 'cứ', 'theo', 'a', 'độ', 'mà', 'triển']","['O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O']"
8250,"['a', 'xi', 'đăng', 'là', 'qq', 'gi', 'vậy', 'bà con']","['anh', 'xi', 'đăng', 'là', 'quần què', 'gì', 'vậy', 'bà con']","['O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O']"
8251,['@username'],['@username'],"['O', 'O', 'O', 'O']"
8252,"['ác mộng', 'của', 'cuộc đời', 'là', 'cà', 'vào', 'mấy', 'con', 'chửi', 'thâm', 'nó', 'chửi', 'ko', 'ngóc', 'đầu', 'lên', 'đc', ':<unk>', 'khóc', 'mẹ', 'mất']","['ác mộng', 'của', 'cuộc đời', 'là', 'cà', 'vào', 'mấy', 'con', 'chửi', 'thâm', 'nó', 'chửi', 'không', 'ngóc', 'đầu', 'lên', 'được<space>', ':<unk>', 'khóc', 'mẹ', 'mất']","['B-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'B-T', 'I-T', 'I-T', 'B-T', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O']"
8253,"['sang', 'khựa', '+', 'sang', 'mỹ', 'mà', 'xử phạt', 'con', 'ngu', 'ạ']","['sang', 'kh<space>a', '+', 'sang', 'mỹ', 'mà', 'xử phạt', 'con', 'ngu', 'ạ']","['O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O']"
8254,"['tuyệt tác', 'của', 'mọi', 'giác quan', '<unk>']","['tuyệt tác', 'của', 'mọi', 'giác quan', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O']"
8255,"['hãy', 'trao', 'cho', 'anh', '-', 'rap', 'by', 'b52']","['hãy', 'trao', 'cho', 'anh', '-', 'rap', 'by', 'b28']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8256,"['cực', 'ki', 'thuyết phục']","['cực', 'kì', 'thuyết phục']","['O', 'O', 'O', 'O']"
8257,"['khùng', 'quá trời', 'khùng', '.']","['khùng', 'quá trời', 'khùng', '.']","['B-T', 'O', 'O', 'B-T']"
8258,"['nhà', 'nói dóc', ',', 'nhà', 'ảo tưởng', 'chứ', 'biết', 'con mẹ', 'gì', 'mà', 'tiên tri', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","['nhà', 'nói độc<space>', ',', 'nhà', 'ảo tưởng', 'chứ', 'biết', 'con mẹ', 'gì', 'mà', 'tiên trí', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","['B-T', 'I-T', 'I-T', 'B-T', 'I-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O']"
8259,"['fan', 'mấy', 'đội', 'khác', 'chứ', 'j', 'nữa']","['fan', 'mấy', 'đội', 'khác', 'chứ', 'gì', 'nữa']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
8260,"['@username', 'vietnam', 'num', 'bơ', 'qoan']","['@username', 'vietnam', 'nó', 'bơ', 'quá<space>']","['O', 'O', 'O', 'O', 'O', 'O']"
8261,"['@username', 'live', 'là', 'ai', '<unk>']","['@username', 'live', 'là', 'ai', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O']"
8262,"['@username', 'gắt', 'nhờ', '<unk> <unk> <unk> <unk>']","['@username', 'gắt', 'nhờ', '<unk> <unk> <unk> <unk>']","['O', 'O', 'O', 'O', 'O', 'O']"
8263,"['khùng', ',,,']","['khùng', ',,,']","['B-T', 'O']"
8264,"['an ninh', 'và', 'tình báo', 'vn', 'nên', 'tiêu diệt', 'tên', 'trần', 'dần', 'này', ',', 'tên', 'điên khùng', '.']","['an ninh', 'và', 'tình báo', 'việt nam', 'nên', 'tiêu diệt', 'tên', 'trần', 'dần', 'này', ',', 'tên', 'điên khùng', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'B-T', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T']"
8265,"['choy', '@username', 'said', 'mr', '@usernameng', 'con', 'cu', 'chua', 'co', 'los', 'hahaha', '.']","['cho<space>', '@username', 'said', 'm', '@uerna<space>', 'còn', 'cứ', 'chưa', 'có', 'lo', 'hahaha', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'O']"
8266,"['<unk>', 'thôi', 'đéo', 'thấy', 'gì', 'là', 'tốt', 'nhất']","['<unk>', 'thôi', 'đéo', 'thấy', 'gì', 'là', 'tốt', 'nhất']","['O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O']"
8267,"['mấy', 'người', 'lý luận', ',', 'dịch', 'k', 'phải', 'do', 'chị', '@username', 'đưa', 'về', 'đâu', 'rồi', '?', 'mấy', 'ngày', 'trước', 'đã', 'gặp', 'chị', '@username', 'để', 'chúc mừng', 'chưa', '?']","['mấy', 'người', 'lý luận', ',', 'dịch', 'không', 'phải', 'do', 'chị', '@username', 'đưa', 'về', 'đâu', 'rồi', '?', 'mấy', 'ngày', 'trước', 'đã', 'gặp', 'chị', '@username', 'để', 'chúc mừng', 'chưa', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8268,"['@tủn', '3k', 'lấy', 'vd', 'chanel', 'bleu', 'đi', 'giá', 'thị trường', '2tr', 'livestream', 'nó', 'bán', '200k', '300k', 'nhiều', 'lúc', 'tặng', 'thêm', 'chai', 'nửa', '....']","['@t<space><space>', '3k', 'lấy', 'ví dụ', 'chanel', 'bleu', 'đi', 'giá', 'thị trường', '2tr', 'live stream', 'nó', 'bán', '200k', '300k', 'nhiều', 'lúc', 'tặng', 'thêm', 'chai', 'nửa', '....']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T']"
8268,"['bán', 'lần', 'cả', 'lố', 'bây', 'nghĩ', 'đi', 'của', 'ong', 'nội', 'nó', 'đổ', 'ra', 'cho', 'ha', 'gì', '.']","['bán', 'lần', 'cả', 'lố', 'bây', 'nghĩ', 'đi', 'của', 'ông', 'nội', 'nó', 'đổ', 'ra', 'cho', 'ha', 'gì', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T']"
8268,"['lấy', 'cái', 'não', 'dùng', 'đi']","['lấy', 'cái', 'não', 'dùng', 'đi']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T']"
8269,"['@username', 'nó', 'tốt', 'hay', 'ko', 'thì', 'kệ', 'mẹ', 'tụi', 'nó']","['@username', 'nó', 'tốt', 'hay', 'không', 'thì', 'kệ', 'mẹ', 'tụi', 'nó']","['O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T']"
8270,"['dịp', 'mẹ', 'tui', 'bây', 'đi', 'lũ', 'phản động', 'hại', 'dân', ',', 'hại', 'nước', '.']","['dịp', 'mẹ', 'tui', 'bây', 'đi', 'lũ', 'phản động', 'hại', 'dân', ',', 'hại', 'nước', '.']","['B-T', 'I-T', 'B-T', 'I-T', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8270,"['trò', 'củ', 'cứ', 'đêm', 'ra', 'diễn', 'hoài', ',', 'hết', 'trò', 'rồi', 'hả', '.']","['trò', 'củ', 'cứ', 'đêm', 'ra', 'diễn', 'hoài', ',', 'hết', 'trò', 'rồi', 'hả', '.']","['B-T', 'I-T', 'B-T', 'I-T', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8270,"['để', 'cho', 'dân', 'được', 'sống', 'yên', 'với', ',', 'người', 'trong', 'một', 'nước', 'mà', 'cứ', 'muốn', 'làm', 'hại', 'nhau', '.']","['để', 'cho', 'dân', 'được', 'sống', 'yên', 'với', ',', 'người', 'trong', 'một', 'nước', 'mà', 'cứ', 'muốn', 'làm', 'hại', 'nhau', '.']","['B-T', 'I-T', 'B-T', 'I-T', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8271,"['dm', 'tao', 'buồn', 'vl', 'luôn', 'ý', '<unk>']","['đm', 'tao', 'buồn', 'vl', 'luôn', 'ý', '<unk>']","['B-T', 'B-T', 'O', 'B-T', 'O', 'O', 'O']"
8272,"['bao', 'h', 'tung', 'mv', 'ca nhạc', 'về', 'huyền thoại']","['bao', 'giờ', 'tung', 'vid', 'cả nhạc', 'về', 'huyền thoại']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8273,"['atm', 'đến', 'từ', 'cao lãnh', 'hân hạnh', 'tài trợ', 'chương trình', 'này', '=))']","['am', 'đến', 'từ', 'cao lãnh', 'hân hạnh', 'tài trợ', 'chương trình', 'này', '=))']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8274,"['hóng', 'ổng', 'lâu', 'quá']","['hóng', 'ổng', 'lâu', 'quá']","['O', 'O', 'O', 'O']"
8275,"['cho', 'e', 'hỏi', 'kênh', 'mới', 'của', 'thầy', 'để', 'em', 'vô', 'sud', 'ạ', '?']","['cho', 'em', 'hỏi', 'kênh', 'mới', 'của', 'thầy', 'để', 'em', 'vô', 'ạ', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8276,"['quy', 'khung', 'binh', 'quan', 'tuong', 'ao', 'giac', 'ba', 'dien', 'than', 'kinh', '.']","['quy', 'khủng', 'bình', 'quan', 'tưởng<space>', 'ảo', 'giác<space>', 'bà', 'điên thân', 'thân', 'kinh', '.']","['B-T', 'I-T', 'O', 'B-T', 'I-T', 'B-T', 'I-T', 'O', 'B-T', 'B-T', 'I-T']"
8277,"['cái', 'đụ', 'má', 'lỗ', 'gì', 'mà', 'lỗ', 'hoài z']","['cái', 'đụ', 'má', 'lỗ', 'gì', 'mà', 'lỗ', 'hoài vậy']","['O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O']"
8278,"['đây', 'là', 'sam', 'bạn', 'nhe']","['đây', 'là', 'sắm', 'bạn', 'nhé<space>']","['O', 'O', 'O', 'O', 'O']"
8279,"['tú', 'bảnh', 'dạy dỗ', 'đàn em', '<unk>']","['tú', 'bảnh', 'dạy dỗ', 'đàn em', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
8280,"['@username', 'đọc', 'review', 'khỏi', 'ra', 'rạp', 'tốn', 'tiền', 'để', 'tết', 'đi', 'coi', 'luôn', 'bộ', 'của', 'tg', 'với', 'đôi', 'mắt', 'âm', 'dương', '<unk>)']","['@username', 'đọc', 'review', 'khỏi', 'ra', 'rạp', 'tốn', 'tiền', 'để', 'tết', 'đi', 'coi', 'luôn', 'bộ', 'của', 'thời gia', 'với', 'đôi', 'mắt', 'âm', 'dương', '<unk>)']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8281,"['cái', 'củ', 'cặc', 'gì', 'cũng', 'nói', 'được', 'hết', '<unk>']","['cái', 'củ', 'cặc', 'gì', 'cũng', 'nói', 'được', 'hết', '<unk>']","['O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O']"
8282,"['bà', 'hổn', 'láo', 'quá']","['bà', 'hổ<space>', 'láo', 'quá']","['O', 'B-T', 'I-T', 'O']"
8283,"['óc', 'của', 'thằng', 'ad', 'dc', 'cấu tạo', 'từ', 'cức', 'các', 'loại', 'động vật', '....', 'bởi', 'ngta', 'chửi', 'ngu', 'như', 'cức', '...,']","['óc', 'của', 'thằng', 'ad', 'được<space>', 'cấu tạo', 'từ', 'cức', 'các', 'loại', 'động vật', '....', 'bởi', 'người ta', 'chửi', 'ngu', 'như', 'cức', '...,']","['B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'B-T', 'B-T', 'I-T', 'I-T']"
8284,"['@username', 'thật', ',', 't', 'tưởng', 'nó', 'viết', 'thiếu', 'dấu', 'nặng', ',', 'mẹ', 'nó', 'chứ']","['@username', 'thật', ',', 'tôi', 'tưởng', 'nó', 'viết', 'thiếu', 'dấu', 'nặng', ',', 'mẹ', 'nó', 'chứ']","['O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O']"
8285,"['cô', 'đẹp', 'quá', 'cô', 'ơi']","['cô', 'đẹp', 'quá', 'cô', 'ơi']","['O', 'O', 'O', 'O', 'O']"
8286,"['biển', 'nhiễm độc', '!', 'giờ', 'trâu bò', 'lợn', 'gà', 'lũ', 'cuốn', 'luôn', '!', 'miền', 'trung', 'tụi', 'em', 'cạp', 'đất', 'ăn', 'zần', 'rồi', 'ạ', '!', 'nhờ', 'ơn', 'đảng', '!']","['biển', 'nhiễm độc', '!', 'giờ', 'trâu bò', 'lợn', 'gà', 'lũ', 'cuốn', 'luôn', '!', 'miền', 'trung', 'tụi', 'em', 'cạp', 'đất', 'ăn', 'vần', 'rồi', 'ạ', '!', 'nhờ', 'ơn', 'đẳng', '!']","['B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T']"
8287,"['ý thức', 'còn', 'kém', 'hơn', 'điểm', 'toán', 'của', 'tao']","['ý thức', 'còn', 'kém', 'hơn', 'điểm', 'toán', 'của', 'tao']","['B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'B-T']"
8288,['@username'],['@username'],['O']
8289,"['đu', 'má', 'tu', 'biên', 'tu', 'diēn', 'luon', '...']","['đù', 'má', 'từ', 'biên', 'tư', 'đò<space>', 'luôn<space>', '...']","['B-T', 'O', 'O', 'O']"
8290,"['nhạc', 'jack', 'nó', 'mang', 'tính', 'hoài cổ', ',', 'còn', 'hoaprox', 'mang', 'nặng', 'hơi', 'thở', 'của', 'thời đại', 'mới', ',', 'không', 'hay là', 'phải']","['nhạc', 'jack', 'nó', 'mang', 'tính', 'hoài cổ', ',', 'còn', 'hoaprox', 'mang', 'nặng', 'hơi', 'thở', 'của', 'thời đại', 'mới', ',', 'không', 'hay là', 'phải']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8291,"['theo', 'các', 'bạn', 'h', 'xử', 'lý', 'sao', 'đây', '?']","['theo', 'các', 'bạn', 'giờ', 'xử', 'lý', 'sao', 'đây', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8292,"['có', 'lon', 'đâu', 'mà', 'chùi', 'kkkk']","['có', 'lớnn', 'đâu', 'mà', 'thôi<space>', 'kkkk']","['O', 'B-T', 'O', 'O', 'B-T', 'O']"
8293,"['sắp', 'thành', 'triều tiên', 'của', 'đông', 'nam', 'á', 'cmnr', 'nhờ', 'sự', 'lảnh', 'đạo', 'tài tình', 'và', 'sáng suốt', 'của', 'đảng', 'cơm', 'sườn', '.']","['sắp', 'thành', 'hoàng tiên', 'của', 'đông', 'nam', 'á', 'con mẹ', 'nhờ', 'sự', 'lảnh', 'đạo', 'tài tình', 'và', 'sáng suốt', 'của', 'đẳng', 'cơm', 'sờn', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8294,"['hư', 'cả', 'một', 'thế hệ', '..']","['hư', 'cả', 'một', 'thế hệ', '..']","['B-T', 'I-T', 'I-T', 'I-T', 'I-T']"
8295,"['đâu', 'chỉ', 'có', 'hk', ',', 'vietnam', 'cũng', 'cần', 'tẩy chay', 'nhỉ', ',', 'vì', 'có', 'hẳn', 'cả', '2', 'sao', 'ủng hộ', 'đường', 'lưỡi', 'bò']","['đâu', 'chỉ', 'có', '<space>', ',', 'vietnam', 'cũng', 'cần', 'tẩy chay', 'nhỉ', ',', 'vì', 'có', 'hẳn', 'cả', '2', 'sao', 'ủng hộ', 'đường', 'lưỡi', 'bò']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T']"
8296,"['chị', 'ấy', 'rất', 'tỉnh', 'và', 'xinh', 'gái', '<unk>']","['chị', 'ấy', 'rất', 'tỉnh', 'và', 'xinh', 'gái', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8297,"['bắn', 'chết', 'cdm', 'm', 'khá', 'tú']","['bắn', 'chết', 'làm<space>', 'mày', 'khá', 'tú']","['B-T', 'I-T', 'I-T', 'I-T', 'O', 'O']"
8298,"['anh', '@username', 'tổ trưởng', 'đang', 'lập công', 'mừng', 'chức', 'mới đây', 'mà', '!']","['anh', '@username', 'tổ trưởng', 'đang', 'lập công', 'mừng', 'chức', 'mới đây', 'mà', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O']"
8298,"['bởi vì', 'nó', 'chả', 'ảnh hưởng', 'đến', 'người', 'nghèo', 'nên chăng', 'anh', 'tư vấn', 'cho', 'thủ tướng', 'dựng', '2km', 'một', 'trạm', 'luôn', 'cho', 'máu', 'đi anh', '!']","['bởi vì', 'nó', 'chả', 'ảnh hưởng', 'đến', 'người', 'nghèo', 'nên chăng', 'anh', 'tư vấn', 'cho', 'thủ tướng', 'dựng', '2km', 'một', 'trạm', 'luôn', 'cho', 'máu', 'đi anh', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O']"
8299,"['có', 'quá', 'nhiều', 'áp lực', 'trong', 'cuộc sống', '...', 'mỗi', 'lúc', 'áp lực', 'hay', 'buồn phiền', 'nhiều', 'lúc', 'mình', 'củng', 'có', 'suy nghĩ', 'như vậy']","['có', 'quá', 'nhiều', 'áp lực', 'trong', 'cuộc sống', '...', 'mỗi', 'lúc', 'áp lực', 'hay', 'buồn phiền', 'nhiều', 'lúc', 'mình', 'cũng<space>', 'có', 'suy nghĩ', 'như vậy']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8300,"['đm', 'thằng', 'ad', 'xamlone']","['đm', 'th<space>̀<space>', 'ad', 'xam<space>']","['B-T', 'B-T', 'O', 'B-T']"
8301,"['xống', 'ở', 'tiền dang', 'hăm', 'lăm', 'năm', 'gòi', 'biếc', 'kiu', 'cái', 'đó', 'là', 'bộ', 'li', 'quăng', 'thôi hà', 'chứ', 'đó', 'dờ', 'cũng', 'chưa', 'tìm hiểu', 'coi', 'viếc', 'ằng', 'xao', 'nữa', '<unk>', '<unk>', '<unk>']","['xống', 'ở', 'tiền đang<space>', 'không<space>', 'lăm', 'năm', 'rồi<space><space>', 'biết<space>', 'kêu', 'cái', 'đó', 'là', 'bộ', 'lí', 'quăng', 'thôi<space>', 'chứ', 'đó', 'giờ<space>', 'cũng', 'chưa', 'tìm hiểu', 'coi', 'viếc', 'ằng', 'x<space>', 'nữa', '<unk>', '<unk>', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8302,"['như', 'thế này', 'thì', 'đỡ', 'làm sao', 'đc']","['như', 'thế này', 'thì', 'đỡ', 'làm sao', 'được<space>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8303,"['@username', 'có', 'phải', 'trong', 'ngõ', 'yên', 'lãng', 'k']","['@username', 'có', 'phải', 'trong', 'ngõ', 'yên', 'lãng', 'không']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8304,"['vl', 'anh', 'ơi', '<unk>']","['vl', 'anh', 'ơi', '<unk>']","['B-T', 'O', 'O', 'O']"
8305,"['@username', '<unk>']","['@username', '<unk>']","['O', 'O', 'O']"
8306,"['anh', 'nói', 'chả', 'lệch', 'đi', 'phát', 'nào', '=)))']","['anh', 'nói', 'chả', 'lệch', 'đi', 'phát', 'nào', '=)))']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8307,"['ma', 'ba', 'rat', 'la', 'xinh', 'xan', 'con', 'noi', 'thiet']","['mà', 'bà', 'rất', 'là', 'xinh', 'đẹp<space>', 'còn', 'nội', 'thiệt<space>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8308,"['ăn mặc', 'như', 'cái', 'đb', '<unk>']","['ăn mặc', 'như', 'cái', 'điện bình', '<unk>']","['O', 'O', 'O', 'B-T', 'I-T']"
8309,"['@username', '<unk>']","['@username', '<unk>']","['O', 'O', 'O']"
8310,"['môn phái', '""', 'búa', 'liêm', '\'""', 'mà', '<unk>']","['môn khoá', '""', 'búa', 'liêm', '\'""', 'mà', '<unk>']","['O', 'O', 'B-T', 'I-T', 'O']"
8311,"['ui', 'các', 'bẹn', 'ơi', 'tớ', 'được', 'làm', 'fan', 'cứng', 'ròi', '<unk>']","['ôi', 'các', 'bạn<space><space>', 'ơi', 'tớ', 'được', 'làm', 'fan', 'cứng', 'rồi<space><space>', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8312,"['thang', 'quan', 'ngồi', 'cười', 'đằng', 'sau', 'thấy', 'ghét', 'tổ cha', 'nó', '.']","['thằng', 'quan', 'ngồi', 'cười', 'đằng', 'sau', 'thấy', 'ghét', 'tổ cha', 'nó', '.']","['O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'O', 'B-T', 'B-T', 'I-T', 'I-T']"
8313,"['mấy', 'đứa', 'chê', 'bánh mì', 'xanh cỏ', 'r']","['mấy', 'đứa', 'chê', 'bánh mì', 'xanh cỏ', 'rồi']","['B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T']"
8314,"['chỗ', 'này', 'ăn', 'nhiều', 'hơn', 'nè', 'vợ', 'ơi', 'vc', 'mình', 'ăn', 'cho', 'dc', 'nhiều', 'chồng', 'ăn', 'một mình', 'ko', 'kịp']","['chỗ', 'này', 'ăn', 'nhiều', 'hơn', 'nè', 'vợ', 'ơi', 'việc', 'mình', 'ăn', 'cho', 'được<space>', 'nhiều', 'chồng', 'ăn', 'một mình', 'không', 'kịp']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8315,"['like', 'nhiệt tình', 'cho', 'cái', 'stt', 'của', 'ad', '(', 'y', ')']","['like', 'nhiệt tình', 'cho', 'cái', 'stt', 'của', 'ad', '(', 'y', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8316,"['dcm', 'ăn', 'pải', 'lốp', 'lái', 'thì', 'giết', 'con', 'nhà', 'ng', 'ta', 'ah', 'chó đẻ']","['dcm', 'ăn', 'phải<space>', 'lốp', 'lái', 'thì', 'giết', 'con', 'nhà', 'người', 'ta', 'à', 'chó đẻ']","['B-T', 'O', 'O', 'B-T', 'I-T', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T']"
8317,"['@username', 'bây giờ', 'triển vọng', 'vậy', ',', 'hồi', 'tui', 'còn', 'học', 'thì', 'trong', 'đó', 'nuôi', 'cả', 'đàn', 'bò', 'tin', 'vào', 'sự', 'dẫn dắt', 'tài tình', 'của', 'đảng', 'và', 'nhà nước', '<unk>)']","['@username', 'bây giờ', 'triển vọng', 'vậy', ',', 'hồi', 'tui', 'còn', 'học', 'thì', 'trong', 'đó', 'nuôi', 'cả', 'đàn', 'bò', 'tin', 'vào', 'sự', 'dẫn dắt', 'tài tình', 'của', 'đẳng', 'và', 'nhà nước', '<unk>)']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8318,"['3', 'chicken']","['3', 'ăn']","['O', 'O']"
8319,"['quảng cáo', 'con mẹ', 'nó', 'quảng cáo', 'hoằ']","['quảng cáo', 'con mẹ', 'nó', 'quảng cáo', 'hả<space>']","['O', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'O']"
8320,"['@username', 'là', 'địt', 'cụ', 'm', 'ngủ', 'đi']","['@username', 'là', 'địt', 'cụ', 'mày', 'ngủ', 'đi']","['O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O']"
